Occupation Code,Description,Category,,c
263211,Computer Systems Auditor,Specialisation,,
263111,Computer Systems Integrator,Specialisation,,
313199,Computer Systems Technician,Occupation in nec category,,
712914,Concrete Batching Plant Operator,Principal Title,,
712915,Concrete Boom Operator,Specialisation,,
711112,Concrete Pipe Machine Operator,Specialisation,,
711112,Concrete Precast Moulder,Specialisation,,
711112,Concrete Products Machine Operator,Principal Title,,
712915,Concrete Pump Operator,Principal Title,,
711112,Concrete Tile Machine Operator,Specialisation,,
821211,Concrete Worker,Alternative Title,,
821211,Concreter,Principal Title,,
831113,Confectionery Maker,Principal Title,,
149311,Conference and Event Organiser,Principal Title,,
224214,Configuration Management Technician (Naval Shipbuilding),Specialisation,,
234311,Conservation Officer,Principal Title,,
232111,Conservation or Heritage Architect,Specialisation,,
234911,Conservator,Principal Title,,
233213,Construction Economist,Alternative Title,,
312114,Construction Estimator,Principal Title,,
721211,Construction Plant Operator (General),Alternative Title,,
133111,Construction Project Manager,Principal Title,,
821711,Construction Rigger,Principal Title,,
821111,Construction Worker,Alternative Title,,
541111,Contact Centre Supervisor,Alternative Title,,
832112,Container Filler,Principal Title,,
211112,Contemporary or Modern Dancer,Specialisation,,
225114,Content Creator (Marketing),Principal Title,,
252511,Continence and Women's Health Physiotherapist,Specialisation,,
399599,Continuity Person,Occupation in nec category,,
261316,Continuous Integration Engineer,Specialisation,,
511111,Contract Administrator,Principal Title,,
511111,Contract Officer,Alternative Title,,
599914,Control Room Operator,Alternative Title,,
312411,Control Systems Drafting Officer,Specialisation,,
599111,Conveyancer,Principal Title,,
351411,Cook,Principal Title,,
851299,Cook's Assistant,Occupation in nec category,,
394299,Cooper,Occupation in nec category,,
711411,Copy Camera Operator,Specialisation,,
394213,Copy Lathe Operator,Specialisation,,
212411,Copywriter,Principal Title,,
322114,Coremaker,Specialisation,,
131114,Corporate Affairs Manager,Alternative Title,,
111211,Corporate General Manager,Principal Title,,
224611,Corporate Librarian,Specialisation,,
132411,Corporate Planning Manager,Specialisation,,
131114,Corporate Relations Manager,Alternative Title,,
132111,Corporate Services Manager,Principal Title,,
221212,Corporate Treasurer,Principal Title,,
442111,Correctional Officer,Alternative Title,,
442111,Corrections Officer,Alternative Title,,
241599,Correspondence School Teacher,Occupation in nec category,,
233999,Corrosion Engineer,Occupation in nec category,,
621111,Cosmetic Sales Assistant,Specialisation,,
711911,Cosmetics Machine Operator,Specialisation,,
221112,Cost Accountant,Alternative Title,,
551112,Cost Clerk,Principal Title,,
232311,Costume Designer,Specialisation,,
393213,Costume Maker,Specialisation,,
842211,Cotton Farm Worker,Principal Title,,
711716,Cotton Ginner,Specialisation,,
121511,Cotton Grower,Principal Title,,
721111,Cotton Picking Machine Operator,Specialisation,,
111311,Councillor,Alternative Title,,
111399,"Councillor, Aboriginal Land Council",Occupation in nec category,,
272399,Counselling Psychologist,Occupation in nec category,,
272199,Counsellors nec,Principal Title,,
561211,Courier,Principal Title,,
599213,Court Attendant,Alternative Title,,
599212,Court Bailiff or Sheriff (Aus) / Court Collections Officer (NZ),Principal Title,,
599213,Court Officer,Alternative Title,,
599213,Court Orderly (Aus) / Court Registry Officer (NZ),Principal Title,,
532112,Court Reporter,Specialisation,,
599213,Court Usher,Specialisation,,
249299,Craft Teacher (Private Tuition),Occupation in nec category,,
821911,Crane Chaser,Principal Title,,
712111,"Crane, Hoist or Lift Operator",Principal Title,,
899212,Cray Fishing Hand,Specialisation,,
225111,Creative Director (Advertising),Alternative Title,,
421111,Creche Attendant,Specialisation,,
552211,Credit or Loans Officer (Aus) / Finance Clerk (NZ),Principal Title,,
149914,Credit Union Manager,Specialisation,,
712999,Crematorium Operator,Occupation in nec category,,
451711,Crew Attendant (Air Force),Specialisation,,
441111,Crewman Armoured Personnel Carrier M113 (Army),Specialisation,,
441111,Crewman Australian Light Armoured Vehicle (ASLAV) (Army),Specialisation,,
441111,Crewman Main Battle Tank (Army),Specialisation,,
452317,Cricket Coach,Specialisation,,
452499,Cricketer,Occupation in nec category,,
224411,Criminal Intelligence Analyst,Specialisation,,
272499,Criminologist,Occupation in nec category,,
212499,Critic,Occupation in nec category,,
121399,Crocodile Farmer,Occupation in nec category,,
842299,Crop Farm Workers nec,Principal Title,,
899913,Crossing Supervisor,Principal Title,,
431311,Croupier,Alternative Title,,
442213,Crowd Controller,Principal Title,,
712999,Crushing Machine Operator,Occupation in nec category,,
139911,Cultural Centre Manager,Specialisation,,
272411,Cultural Historian,Specialisation,,
249111,Curriculum Advisory Teacher,Specialisation,,
821412,Curtain Fitter,Specialisation,,
442111,Custodial Officer,Specialisation,,
591117,Customer Orders Clerk,Alternative Title,,
149212,Customer Service Manager,Principal Title,,
591212,Customs Agent,Specialisation,,
591212,Customs Broker,Specialisation,,
599511,Customs Inspector,Alternative Title,,
599511,Customs Investigator,Specialisation,,
599511,Customs Officer,Principal Title,,
262114,Cyber Governance Risk and Compliance Specialist,Principal Title,,
262115,Cyber Security Advice and Assessment Specialist,Principal Title,,
262115,Cyber Security Adviser,Alternative Title,,
262116,Cyber Security Analyst,Principal Title,,
262117,Cyber Security Architect,Principal Title,,
262115,Cyber Security Consultant,Alternative Title,,
261312,Cyber Security Developer,Specialisation,,
261315,Cyber Security Engineer,Principal Title,,
262118,Cyber Security Incident Responder,Specialisation,,
262118,Cyber Security Operations Coordinator,Principal Title,,
262118,Cyber Security Operations Manager,Alternative Title,,
262116,Cyber Security Researcher or Vulnerability Researcher,Specialisation,,
262116,Cyber Security Vulnerability Assessor,Specialisation,,
262116,Cyber Threat Analyst,Specialisation,,
452299,Cycle Touring Guide,Occupation in nec category,,
452499,Cyclist,Occupation in nec category,,
121313,Dairy Cattle Farm Manager,Alternative Title,,
842313,Dairy Cattle Farm Worker,Principal Title,,
121313,Dairy Cattle Farmer,Principal Title,,
363213,Dairy Herd Manager,Alternative Title,,
311411,Dairy Laboratory Technician,Specialisation,,
831114,Dairy Products Maker,Principal Title,,
311314,Dairy Quality Assurance Officer,Specialisation,,
249212,Dance Teacher (Private Tuition),Principal Title,,
252299,Dance Therapist,Occupation in nec category,,
211112,Dancer or Choreographer,Principal Title,,
711411,Dark Room Attendant,Specialisation,,
224114,Data Analyst,Principal Title,,
532111,Data Entry Operator,Principal Title,,
532111,Data Processing Operator,Alternative Title,,
224115,Data Scientist,Principal Title,,
262111,Database Administrator,Principal Title,,
262111,Database Analyst,Specialisation,,
261313,Database Designer,Specialisation,,
261312,Database Developer,Specialisation,,
262111,Database Operator,Alternative Title,,
261312,Database Programmer (Systems),Specialisation,,
262111,Database Specialist,Alternative Title,,
262111,Database Support,Alternative Title,,
262111,DBA,Alternative Title,,
134411,Dean (University),Specialisation,,
711314,Debarker Operator,Specialisation,,
599311,Debt Collector,Principal Title,,
599311,Debt Recovery Officer,Alternative Title,,
899211,Deck Hand,Principal Title,,
231214,Deck Officer,Alternative Title,,
899212,Deep Sea Commercial Fishing Hand,Specialisation,,
842399,Deer Farm Worker,Occupation in nec category,,
121314,Deer Farmer,Principal Title,,
441111,Defence Force Member - Other Ranks,Principal Title,,
111212,Defence Force Senior Officer,Principal Title,,
224411,Defence Intelligence Analyst,Specialisation,,
591112,Delivery Clerk,Specialisation,,
224712,Delivery Coach,Specialisation,,
732111,Delivery Driver,Principal Title,,
351311,Demi Chef,Specialisation,,
224116,Demographer,Specialisation,,
423211,Dental Assistant,Principal Title,,
423211,Dental Chairside Assistant,Alternative Title,,
411211,Dental Hygienist,Principal Title,,
411213,Dental Laboratory Assistant,Specialisation,,
423211,Dental Nurse,Alternative Title,,
512211,Dental Practice Manager,Specialisation,,
252312,Dental Practitioner,Alternative Title,,
411212,Dental Prosthetist,Principal Title,,
252311,Dental Specialist,Principal Title,,
252312,Dental Surgeon,Alternative Title,,
411213,Dental Technician,Principal Title,,
411214,Dental Therapist,Principal Title,,
252312,Dentist,Principal Title,,
134212,Deputy Director of Nursing,Specialisation,,
222211,Derivatives Trader,Specialisation,,
253911,Dermatologist,Principal Title,,
821912,Derrick Hand,Specialisation,,
392211,Desktop Publishing Operator,Specialisation,,
591211,Despatch Clerk,Alternative Title,,
591211,Despatching and Receiving Clerk,Principal Title,,
441311,Detective,Principal Title,,
441311,Detective Sergeant,Specialisation,,
261312,Developer Programmer,Principal Title,,
261316,Devops Engineer,Principal Title,,
251911,Diabetes Educator,Specialisation,,
253315,Diabetologist,Specialisation,,
253917,Diagnostic and Interventional Radiologist,Principal Title,,
311299,Dialysis Technician,Occupation in nec category,,
399411,Diamond Cutter,Specialisation,,
323412,Die Caster,Specialisation,,
323412,Die Sinker,Specialisation,,
323211,Diesel Fitter-Mechanic,Specialisation,,
321212,Diesel Motor Mechanic,Principal Title,,
251111,Dietitian,Principal Title,,
312412,Digital Controls Technician,Specialisation,,
225115,Digital Marketing Analyst,Principal Title,,
232413,Digital Media Designer,Alternative Title,,
711411,Digital Photographic Printer,Specialisation,,
392312,Digital Printer,Specialisation,,
712211,Directional Driller,Specialisation,,
212312,"Director (Film, Television, Radio or Stage)",Principal Title,,
134211,Director of Clinical Services,Specialisation,,
134211,Director of Medical Services,Specialisation,,
134212,Director of Nursing,Alternative Title,,
134299,Director of Pharmacy,Occupation in nec category,,
212313,Director of Photography,Principal Title,,
134299,Director of Physiotherapy Services,Occupation in nec category,,
134299,Director of Speech Pathology,Occupation in nec category,,
111111,Director-General,Specialisation,,
411712,Disabilities Services Officer,Principal Title,,
224912,Disability Liaison Officer,Specialisation,,
134299,Disability Services Program Manager,Occupation in nec category,,
211199,Disc Jockey (Nightclub),Occupation in nec category,,
212113,Disc Jockey (Radio),Specialisation,,
851311,Dishwasher,Specialisation,,
311215,Dispensary Technician,Alternative Title,,
241599,Distance Education Teacher,Occupation in nec category,,
271211,District Court Judge,Specialisation,,
452311,Dive Master,Specialisation,,
399911,Diver,Principal Title,,
411311,Diversional Therapist,Principal Title,,
423314,Diversional Therapist's Assistant,Specialisation,,
452315,Diving Coach,Specialisation,,
452311,Diving Instructor (Open Water),Principal Title,,
711314,Docking Saw Operator,Specialisation,,
452318,Dog and Horse Racing Official,Principal Title,,
121399,Dog Breeder,Occupation in nec category,,
361111,Dog Handler or Trainer,Principal Title,,
451899,Dog Walker,Occupation in nec category,,
821911,Dogman/woman,Specialisation,,
811311,Domestic Cleaner,Principal Title,,
811412,Domestic Housekeeper,Principal Title,,
451612,Domestic Travel Consultant,Specialisation,,
451813,Dominatrix,Specialisation,,
431912,Doorperson or Luggage Porter,Principal Title,,
621712,Door-to-door Fundraising Collector,Specialisation,,
621712,Door-to-door Salesperson,Principal Title,,
351111,Dough Maker,Specialisation,,
712212,Dragline Operator,Specialisation,,
312115,Drainage Inspector,Specialisation,,
821112,"Drainage, Sewerage and Stormwater Labourer",Principal Title,,
334113,Drainer,Principal Title,,
249213,Drama Teacher (Private Tuition),Principal Title,,
252299,Drama Therapist,Occupation in nec category,,
231213,Dredge Master,Specialisation,,
721999,Dredge Operator,Occupation in nec category,,
452313,Dressage Instructor,Specialisation,,
393213,Dressmaker or Tailor,Principal Title,,
249299,Dressmaking Teacher (Private Tuition),Occupation in nec category,,
712211,Driller,Principal Title,,
821912,Driller's Assistant,Principal Title,,
821912,Driller's Offsider,Alternative Title,,
712211,Drilling Plant Operator,Alternative Title,,
431511,Drink Waiter,Specialisation,,
621611,Driveway Attendant,Alternative Title,,
451211,Driving Instructor,Principal Title,,
272112,Drug and Alcohol Counsellor,Principal Title,,
311499,Drug and Alcohol Tester,Occupation in nec category,,
211213,Drummer,Specialisation,,
839412,Dry Mill Worker (NZ),Specialisation,,
811512,Drycleaner,Principal Title,,
712916,Dryerman/woman (Paper Mill),Specialisation,,
333211,Drywall Plasterer,Alternative Title,,
399516,Dubbing Machine Operator,Specialisation,,
141311,Duty Manager (Hotel),Specialisation,,
253515,"Ear, Nose and Throat Specialist",Alternative Title,,
241111,Early Childhood (Pre-primary School) Teacher,Principal Title,,
421111,Early Childhood Worker,Specialisation,,
311412,Earth Science Laboratory Technician,Specialisation,,
311412,Earth Science Technical Officer,Alternative Title,,
311412,Earth Science Technician,Principal Title,,
821113,Earthmoving Labourer,Principal Title,,
721211,Earthmoving Plant Operator (General),Principal Title,,
311413,Ecological Technical Officer,Specialisation,,
234313,Ecologist,Specialisation,,
224311,Econometrician,Specialisation,,
224311,Economic Analyst,Alternative Title,,
224311,Economic Forecaster,Specialisation,,
272411,Economic Historian,Specialisation,,
224311,Economist,Principal Title,,
394213,Edge Bander Operator,Specialisation,,
212499,Editorial Assistant,Occupation in nec category,,
249111,Education Adviser,Principal Title,,
134499,Education Managers nec,Principal Title,,
249111,Education Officer,Specialisation,,
223311,Education Officer (Air Force and Army),Specialisation,,
249112,Education Reviewer,Principal Title,,
272312,Educational Psychologist,Principal Title,,
831199,Egg Factory Worker,Occupation in nec category,,
832199,Egg Packer,Occupation in nec category,,
121321,Egg Producer,Specialisation,,
224999,Electoral Officer,Occupation in nec category,,
224911,Electorate Officer,Principal Title,,
731311,Electric Train Driver,Specialisation,,
832211,Electrical and Electronic Assembler,Specialisation,,
341111,Electrical Contractor,Alternative Title,,
233311,Electrical Design Engineer,Specialisation,,
233311,Electrical Engineer,Principal Title,,
312311,Electrical Engineering Design Draftsperson,Specialisation,,
312311,Electrical Engineering Detail Draftsperson,Specialisation,,
312311,Electrical Engineering Drafting Officer,Specialisation,,
312311,Electrical Engineering Draftsperson,Principal Title,,
312312,Electrical Engineering Laboratory Technician,Specialisation,,
312312,Electrical Engineering Technical Officer,Alternative Title,,
312312,Electrical Engineering Technician,Principal Title,,
341111,Electrical Fitter,Alternative Title,,
312113,Electrical Installation Inspector,Specialisation,,
312312,Electrical Instrument Technician,Specialisation,,
342211,Electrical Linesworker (Distribution) / Electrical Line Mechanic (Distribution),Specialisation,,
342211,Electrical Linesworker (Transmission) / Electrical Line Mechanic (Transmission),Specialisation,,
342211,Electrical Linesworker / Electrical Line Mechanic,Principal Title,,
899914,Electrical or Telecommunications Trades Assistant,Principal Title,,
341111,Electrician (General),Principal Title,,
341112,Electrician (Special Class),Principal Title,,
311212,Electrocardiographic Technician,Specialisation,,
311299,Electroencephalographic Technician,Occupation in nec category,,
322112,Electroformer,Specialisation,,
451111,Electrologist (Hair Remover),Specialisation,,
312411,Electronic Engineering Draftsperson,Principal Title,,
312412,Electronic Engineering Technician,Principal Title,,
342313,Electronic Equipment Trades Worker,Principal Title,,
261211,Electronic Game Developer,Alternative Title,,
342314,Electronic Instrument Trades Worker (General),Principal Title,,
342315,Electronic Instrument Trades Worker (Special Class),Principal Title,,
342314,Electronic Technician (Navy),Specialisation,,
441111,Electronic Warfare - Linguist (Navy),Specialisation,,
441111,Electronic Warfare - Technical (Navy),Specialisation,,
312411,Electronics Detail Draftsperson,Specialisation,,
233411,Electronics Engineer,Principal Title,,
322112,Electroplater,Principal Title,,
712111,Elevated Work Platform Operator,Specialisation,,
249213,Elocution Teacher,Specialisation,,
451399,Embalmer,Occupation in nec category,,
711311,Embosser,Specialisation,,
711611,Embroiderer,Specialisation,,
253912,Emergency Medicine Specialist,Principal Title,,
253912,Emergency Physician,Alternative Title,,
441211,Emergency Response Officer,Alternative Title,,
441211,Emergency Service Worker,Principal Title,,
223112,Employment Consultant,Alternative Title,,
599411,Employment Office Clerk,Alternative Title,,
842399,Emu Farm Worker,Occupation in nec category,,
121399,Emu Farmer,Occupation in nec category,,
253315,Endocrinologist,Principal Title,,
252311,Endodontist,Specialisation,,
312199,Energy Assessor,Occupation in nec category,,
222111,Energy Trader,Specialisation,,
233511,Engineering Assurance Engineer,Specialisation,,
133211,Engineering Manager,Principal Title,,
323411,Engineering Patternmaker,Principal Title,,
712311,Engineering Production Worker,Principal Title,,
233999,Engineering Professionals nec,Principal Title,,
232212,Engineering Surveyor,Specialisation,,
233914,Engineering Technologist,Principal Title,,
249311,English as a Second Language Teacher,Alternative Title,,
323311,Engraver,Principal Title,,
411411,Enrolled Nurse,Principal Title,,
262117,Enterprise Security Architect,Alternative Title,,
211113,Entertainer or Variety Artist,Principal Title,,
149111,Entertainment Centre Manager,Alternative Title,,
899921,Entertainment Usher,Specialisation,,
234521,Entomologist,Principal Title,,
234521,Entomologist (Biosecurity),Specialisation,,
234312,Environmental Adviser,Alternative Title,,
234312,Environmental Auditor,Alternative Title,,
234312,Environmental Consultant,Principal Title,,
232511,Environmental Designer,Specialisation,,
224311,Environmental Economist,Specialisation,,
234399,Environmental Educator,Occupation in nec category,,
233915,Environmental Engineer,Principal Title,,
251311,Environmental Health Officer,Principal Title,,
139912,Environmental Manager,Principal Title,,
234312,Environmental Officer,Alternative Title,,
234313,Environmental Research Scientist,Principal Title,,
234313,Environmental Scientist,Alternative Title,,
234399,Environmental Scientists nec,Principal Title,,
311413,Environmental Technical Officer,Specialisation,,
234513,Enzyme Chemist,Specialisation,,
224116,Epidemiologist,Specialisation,,
149915,Equipment Hire Manager,Principal Title,,
222299,Equities Analyst,Occupation in nec category,,
261317,Ethical Hacker,Alternative Title,,
149311,Event Manager,Alternative Title,,
149311,Event Planner,Specialisation,,
899923,Events Traffic Controller,Specialisation,,
599999,Examination Supervisor,Occupation in nec category,,
721214,Excavator Operator,Principal Title,,
111111,Executive Director,Specialisation,,
134212,Executive Director of Nursing,Specialisation,,
212112,Executive Producer,Specialisation,,
234915,Exercise Physiologist,Principal Title,,
361116,Exercise Rider,Alternative Title,,
899413,Exhaust and Muffler Fitter,Alternative Title,,
899413,Exhaust and Muffler Repairer,Principal Title,,
232411,Exhibition Designer,Specialisation,,
149311,Exhibition Organiser,Specialisation,,
211112,Exotic Dancer,Specialisation,,
712211,Exploration Driller,Specialisation,,
711911,Explosives Mixer Operator,Specialisation,,
221213,External Auditor,Principal Title,,
131114,External Relations Manager,Specialisation,,
211199,Extra (Film or Television),Occupation in nec category,,
711514,Extruding Machine Operator (Plastics),Specialisation,,
253914,Eye Specialist,Alternative Title,,
253914,Eye Surgeon,Alternative Title,,
839914,Fabric and Textile Factory Worker,Principal Title,,
399411,Faceter,Specialisation,,
599916,Facilities Administrator,Principal Title,,
599916,Facilities Assistant,Alternative Title,,
599916,Facilities Coordinator,Alternative Title,,
149913,Facilities Manager,Principal Title,,
599916,Facilities Officer,Alternative Title,,
839999,Factory Process Workers nec,Principal Title,,
134411,Faculty Head,Principal Title,,
149111,Fairground Operator,Specialisation,,
272113,Family and Marriage Counsellor,Principal Title,,
272113,Family Court Counsellor,Specialisation,,
271211,Family Court Justice,Specialisation,,
271299,Family Court Registrar,Occupation in nec category,,
421112,Family Day Care Worker,Principal Title,,
421112,Family Day Carer,Alternative Title,,
271299,Family Law Mediator,Occupation in nec category,,
411713,Family Support Worker,Principal Title,,
121711,Farmer and Grazier,Alternative Title,,
322113,Farrier,Principal Title,,
334115,Fascia and Guttering Installer,Specialisation,,
232311,Fashion Designer,Principal Title,,
211311,Fashion Photographer,Specialisation,,
851111,Fast Food Cook,Principal Title,,
732111,Fast Food Delivery Driver,Specialisation,,
142111,Fast Food Manager,Specialisation,,
621111,Fast Food Sales Assistant,Specialisation,,
212413,Feature Writer,Specialisation,,
212412,Features Editor,Specialisation,,
711712,Fellmongering Machine Operator,Specialisation,,
839917,Fellmongery Worker,Specialisation,,
711799,Feltmaker,Occupation in nec category,,
821311,Fence Erector,Alternative Title,,
821311,Fencer,Principal Title,,
899211,Ferry Hand,Specialisation,,
711199,Fibre Cement Moulder,Occupation in nec category,,
399999,Fibre Composite Technician,Occupation in nec category,,
342412,Fibre Optic Cable Splicer,Specialisation,,
342412,Fibre Optics Jointer,Specialisation,,
311499,Fibre Technologist,Occupation in nec category,,
711515,Fibreglass Gun Hand,Specialisation,,
711515,Fibreglass Laminator,Specialisation,,
839211,Fibreglass Lay Up Worker,Specialisation,,
561311,Filing or Registry Clerk,Principal Title,,
212314,Film and Video Editor,Principal Title,,
232411,Film and Video Graphics Designer,Specialisation,,
224211,Film Archivist,Specialisation,,
839311,Film Examiner,Specialisation,,
711411,Film Process Operator,Specialisation,,
212112,Film Producer,Specialisation,,
212399,"Film, Television, Radio and Stage Directors nec",Principal Title,,
222112,Finance Broker,Principal Title,,
132211,Finance Director,Alternative Title,,
132211,Finance Manager,Principal Title,,
551211,Financial Administration Officer,Specialisation,,
132211,Financial Administrator,Specialisation,,
221111,Financial Analyst,Specialisation,,
222199,Financial Brokers nec,Principal Title,,
132211,Financial Controller,Alternative Title,,
222299,Financial Dealers nec,Principal Title,,
149914,Financial Institution Branch Manager,Principal Title,,
222311,Financial Investment Adviser,Principal Title,,
222312,Financial Investment Manager,Principal Title,,
222211,Financial Market Dealer,Principal Title,,
222311,Financial Planning Adviser,Alternative Title,,
221212,Financial Risk Manager,Alternative Title,,
311499,Fingerprint Expert,Occupation in nec category,,
342313,Fire Alarm Technician,Specialisation,,
441212,Fire Engineer (Army),Specialisation,,
399918,Fire Extinguisher Technician,Specialisation,,
441212,Fire Fighter,Principal Title,,
139112,Fire Investigator,Specialisation,,
441212,Fire Prevention Officer,Specialisation,,
399918,Fire Protection Equipment Technician,Principal Title,,
334117,Fire Protection Plumber,Principal Title,,
233999,Fire Safety Engineer,Occupation in nec category,,
731311,Fireperson (Railway),Specialisation,,
451815,First Aid Instructor,Alternative Title,,
451899,First Aid Officer,Occupation in nec category,,
451815,First Aid Trainer,Principal Title,,
399911,Fisheries Diver,Specialisation,,
311311,Fisheries Inspector,Alternative Title,,
311311,Fisheries Officer,Principal Title,,
311114,Fisheries Technical Officer,Specialisation,,
452212,Fishing Guide,Principal Title,,
899212,Fishing Hand,Principal Title,,
363112,Fishing Leading Hand,Principal Title,,
149112,Fitness Centre Manager,Principal Title,,
452111,Fitness Instructor,Principal Title,,
323211,Fitter (General),Principal Title,,
323212,Fitter and Turner,Principal Title,,
323212,Fitter Armament (Army),Specialisation,,
323211,Fitter-Machinist,Specialisation,,
323211,Fitter-Mechanic,Specialisation,,
839111,Fitter's Assistant,Specialisation,,
323213,Fitter-Welder,Principal Title,,
222211,Fixed Interest Dealer,Specialisation,,
331212,Fixing Carpenter,Specialisation,,
711713,Flat Bed Knitter,Specialisation,,
149411,Fleet Manager,Principal Title,,
621311,Fleet Salesperson,Specialisation,,
392311,Flexographic Printing Machinist,Specialisation,,
451711,Flight Attendant,Principal Title,,
231199,Flight Engineer Inspector,Occupation in nec category,,
254499,Flight Nurse,Occupation in nec category,,
312412,Flight Surveyor,Specialisation,,
332111,Floor Finisher,Principal Title,,
332111,Floor Sander,Specialisation,,
121611,Floriculturist,Alternative Title,,
362111,Florist,Principal Title,,
842299,Flower Buncher or Picker,Occupation in nec category,,
121611,Flower Grower,Principal Title,,
452212,Fly Fishing Guide,Specialisation,,
231113,Flying Instructor,Principal Title,,
399512,Focus Puller (Film),Specialisation,,
811511,Folding Machine Operator,Specialisation,,
399516,Foley Artist,Specialisation,,
431511,Food and Beverage Attendant,Alternative Title,,
141111,Food and Beverage Manager,Alternative Title,,
831199,Food and Drink Factory Workers nec,Principal Title,,
251311,Food Safety Auditor,Specialisation,,
251311,Food Safety Officer,Specialisation,,
234212,Food Scientist,Alternative Title,,
234212,Food Technologist,Principal Title,,
851299,Food Trades Assistants nec,Principal Title,,
452317,Football Coach,Specialisation,,
452411,Footballer,Principal Title,,
839915,Footwear Factory Worker,Principal Title,,
711711,Footwear Production Machine Operator,Principal Title,,
222211,Foreign Exchange Dealer,Specialisation,,
224412,Foreign Policy Officer,Specialisation,,
253915,Forensic Pathologist,Specialisation,,
253411,Forensic Psychiatrist,Specialisation,,
272311,Forensic Psychologist,Specialisation,,
133511,Forest Logistics Manager (NZ),Specialisation,,
133511,Forest Manager,Alternative Title,,
362411,Forest Nursery Production Operator,Specialisation,,
234113,Forester / Forest Scientist,Principal Title,,
234113,Forestry Adviser,Specialisation,,
843999,Forestry and Garden Workers nec,Principal Title,,
234113,Forestry Consultant,Specialisation,,
133511,Forestry Contractor (NZ),Specialisation,,
363113,Forestry Operations Supervisor,Principal Title,,
311413,Forestry Technical Officer,Specialisation,,
311413,Forestry Technician,Specialisation,,
843111,Forestry Worker,Principal Title,,
721311,Fork Truck Operator,Alternative Title,,
721311,Forklift Driver,Principal Title,,
721311,Forklift Operator,Alternative Title,,
431511,Formal Service Waiter,Specialisation,,
331212,Formwork Carpenter,Specialisation,,
721112,Forwarder Operator,Specialisation,,
712311,Foundry Operator,Specialisation,,
712916,Fourdrinier Machine Operator,Specialisation,,
612111,Franchise Broker,Specialisation,,
224214,Freedom of Information Officer,Specialisation,,
591211,Freight Clerk,Alternative Title,,
891111,Freight Handler (Rail or Road),Principal Title,,
891111,Freight Loader,Alternative Title,,
394211,French Polisher,Specialisation,,
431411,Front Office Manager (Hotel),Specialisation,,
721216,Front-end Loader Operator,Specialisation,,
839312,Fruit and Vegetable Classer,Specialisation,,
831115,Fruit and Vegetable Factory Worker,Principal Title,,
832113,Fruit and Vegetable Packer,Principal Title,,
842212,Fruit Farm Worker,Principal Title,,
121612,Fruit Grower,Principal Title,,
842213,Fruit Picker,Principal Title,,
451311,Funeral Director,Principal Title,,
451399,Funeral Director's Assistant,Occupation in nec category,,
451399,Funeral Workers nec,Principal Title,,
712311,Furnace Operator (Metals),Specialisation,,
232312,Furniture Designer,Specialisation,,
394211,Furniture Finisher,Principal Title,,
394113,Furniture Maker,Principal Title,,
733113,Furniture Removalist,Principal Title,,
891112,Furniture Removalist's Assistant,Specialisation,,
393311,Furniture Upholsterer,Specialisation,,
222212,Futures Trader,Principal Title,,
451411,Gallery or Museum Attendant,Alternative Title,,
224212,Gallery or Museum Curator,Principal Title,,
451411,Gallery or Museum Guide,Principal Title,,
399311,Gallery or Museum Technician,Principal Title,,
322112,Galvaniser,Specialisation,,
272199,Gambling Counsellor,Occupation in nec category,,
141411,Gaming Manager,Specialisation,,
431311,Gaming Pit Boss,Specialisation,,
431311,Gaming Worker,Principal Title,,
899611,Garbage Depot Worker,Specialisation,,
843211,Garden Labourer,Principal Title,,
362611,Gardener (General),Principal Title,,
399212,Gas Compressor Turbine Operator,Specialisation,,
312611,Gas Examiner,Specialisation,,
399212,Gas or Petroleum Operator,Principal Title,,
839912,Gas Plant Worker,Specialisation,,
312115,Gas Plumbing Inspector,Specialisation,,
334114,Gasfitter,Principal Title,,
253316,Gastroenterologist,Principal Title,,
899921,Gatekeeper,Specialisation,,
399411,Gem Setter,Specialisation,,
111212,General (Army),Specialisation,,
531111,General Clerk,Principal Title,,
253111,General Medical Practitioner,Alternative Title,,
253111,General Practitioner,Principal Title,,
139111,General Service Officer (Army) (Aus),Specialisation,,
251999,Genetic Counsellor,Occupation in nec category,,
311412,Geochemical Laboratory Technician,Specialisation,,
232212,Geodetic Surveyor,Specialisation,,
272499,Geographer,Occupation in nec category,,
232214,Geographic Information Systems Manager,Specialisation,,
272411,Geographical Historian,Specialisation,,
821915,Geological Survey Field Assistant,Specialisation,,
311412,Geological Technical Officer,Specialisation,,
234411,Geologist,Principal Title,,
234412,Geophysicist,Principal Title,,
311412,Geoscience Laboratory Technician,Specialisation,,
232214,Geospatial Analyst,Specialisation,,
441111,Geospatial Imagery Intelligence Analyst (Air Force),Specialisation,,
233212,Geotechnical Engineer,Principal Title,,
312212,Geotechnical Laboratory Technician,Specialisation,,
253411,Geriatric Psychiatrist,Specialisation,,
253399,Geriatrician,Occupation in nec category,,
252511,Gerontological Physiotherapist,Specialisation,,
711716,Gill Box Operator,Specialisation,,
121699,Ginger Farmer,Occupation in nec category,,
312116,GIS Technician,Alternative Title,,
399999,Glass Blower,Occupation in nec category,,
232312,Glass Designer,Specialisation,,
711113,Glass Furnace Operator,Specialisation,,
711113,Glass Laminating Operator,Specialisation,,
711113,Glass Maker,Specialisation,,
711113,Glass Melt Operator,Specialisation,,
